livro,Capítulo,Verso inicial,Verso final,Obra,Capítulo,Tipo de Referência,Citação,
João,6,5,13,Luz Viva,16 - Dificuldades e Impedimentos,Indireta,"Ao saber, após a pregação, que a massa que O ouvira tinha fome, não apresentou nenhuma dificuldade ou impedimento algum para todos alimentar, mas repartiu pães e peixes que, não obstante a farta distribuição, excedeu aos que os necessitavam.",
João,6,5,15,Filho de Deus,10 - O Teu Cristo,Indireta,,
João,6,20,20,Roteiro de Libertação,Não temas,Direta sem indexação NT,,
João,6,27,27,Convites da Vida,57 - Convite ao Trabalho,Epígrafe,,
João,6,30,30,Lampadário Espírita,26 - Confiança na mdiunidade,Indireta,"... não sendo raras as vezes em que Ele mesmo foi nominalmente convocado a ""dar sinais""",
João,6,32,32,Liberta-te do Mal,Pelas trilhas de Jesus,Indireta,... sempre exaltando o Pai de Quem procedia...,
João,6,35,35,Em Busca da Verdade,3 - Encontro e autoencontro,Indireta,,
João,6,35,35,Sol de Esperança,10 - Todos Irmãos,Direta sem indexação do NT,"""Eu sou o pão da vida"". Exclusivamente nutrindo-se do alimento sadio da sua palavra e dos seus exemplos, o homem se abastece. ",
João,6,35,35,Responsabilidade,3 - Altruísmo libertador,Epígrafe,,
João,6,48,48,Desperte e Seja Feliz,1 - O homem Jesus,Direta sem indexação do NT,,
João,6,48,48,Rejubila-te em Deus,13 – Parábolas e símbolos,Direta sem indexação do NT,Eu sou o pão da vida...,
João,6,48,48,Libertação pelo Amor,24 - Autenticidade,Direta sem indexação do NT,,
João,6,48,48,Vida plena,15 - Jesus,Direta sem indexação do NT,,
João,6,60,71,Segue em Harmonia,13 - Os desertores,Indireta,Jesus experimentou antes a deserção de todos aqueles a quem beneficiou (...) com exceção apenas de João (...),
João,6,60,71,Sob a proteção de Deus,19 - Falta e reparação,Indireta,"Recorda Jesus, o ofendido sem culpa, que, amando sempre, viu alguns amigos queridos se transformarem em acusadores, em desertores, em adversários...",
João,6,68,68,Momentos de Felicidade,9 – Jesus e a barca,Indireta,Deu-lhes as palavras de vida...,
João,6,71,71,Vidas Vazias,4 - Conquista a tua paz,Indireta,"Sabendo que seria traído por um amigo e por outro negado, não demonstrou contrariedade nem decepção.",
João,8,1,1,Luz nas Trevas,16 - Libertação,Indireta,"Deus, entregando-se-Lhe em dulcificadora oração.",
João,7,1,3,Benesses Natalinas,5 - Festas e Natal,Indireta,"Visitou a capital do reino, quando a cidade, em regojizo, realizava as Festas das Tendas....",
João,8,1,11,Alerta,26 - Violência e Jesus,Indireta,,
João,8,1,11,O amor como solução,  2 - Informações infelizes,Indireta,"Jesus, que era irretocável, não passou isento desses maldosos adversários do progresso ...",
João,8,1,11,O amor como solução,19 - Simplicidade e pureza de coração,Indireta,(...) a todos embaraçou quando desejaram ludibriá-lo com ciladas vergonhosas...,
João,8,1,11,Jesus e Atualidade,4 - Jesus e Amor,Indireta,"Com amor, liberou uma mulher equivocada, tirando-lhe o complexo de culpa.",
João,8,1,11,Jesus e Atualidade,12 - Jesus e Responsabilidade,Indireta,"À mulher surpreendida em adultério, ",
João,8,1,11,Libertação do Sofrimento,5 - Curas aparentes e curas reais,Indireta,,
João,8,1,11,Tesouros Libertadores,   6 - Lições Libertadoras,Indireta,Ele dignificou a mulher,
João,8,1,11,Tesouros Libertadores,29 - Brilhe a tua luz,Indireta,Evoca a cena da mulher surpreendida em adultério e a compaixão d'Ele para com a criatura infeliz....,
João,8,2,2,Vidas Vazias,2 - Rei triunfante,Indireta,"Avançando das praias do lago de Genesaré, ou mar da Galileia, região pobre e desprezada por muitos judeus, atravessava o deserto escaldante e as montanhas, alcançando o Sinédrio formal e hipócrita e abalando-lhe as estruturas frágeis.",
João,8,3,11,Momentos de esperança, 17 – A César e a Deus,Indireta,... albergou no coração da mulher equivocada...,
João,8,6,11,Liberta-te do Mal,Conhecimento e segurança,Indireta,"Ele sempre acolhia (...) exceção feita, uma que outra vez, aos fariseus e aos publicanos que O desejavam desequilibrar ...",
João ,8,7,7,Liberta-te do Mal, Conhecimento e segurança,Indireta,"... Ele observava os acusadores e os interrogava a respeito da própria responsabilidade, das condições morais em que se encontravam (...) Nada obstante, orientava o enfermo espiritual..",
João ,8,7,7,Seja Feliz Hoje,28 - Jesus e as mulheres,Direta sem indexação do NT,,
João ,8,7,7,Vitória Sobre a Depressão,16 - Fugas pela culpa,Direta sem indexação do NT,,
João ,8,7,7,Sendas Luminosas,7 - Saber ouvir,Direta sem indexação do NT,,
João,8,10,11,Lampadário Espírita,45 – Deveres de agora,Direta sem indexação do NT,,
João,8,11,11,Lampadário Espírita, 19 - Desobsessão,Direta sem indexação do NT,Não tornes a pecar,
João,8,11,11,Celeiro de Bênçãos,19 - Condenação e sanção,Epígrafe,,
João,8,11,11,Otimismo,9 - Tolerância e negligência,Direta sem indexação do NT,,
João,8,12,12,Alerta,44 - O bem em ação,Direta sem indexação do NT,,
João,8,12,12,Momentos de iluminação, 9 – Rumo ao porto seguro,Indireta,Jesus viveu em toda plenitude o amor e ensinou como se poderá segui-lo através das lições que nos legou,
João,8,12,12,Rejubila-te em Deus, 11 – Peregrino do Senhor,Indireta,A tua cantoria informava que Ele é a Luz do mundo...,
João,8,12,12,Rejubila-te em Deus,13 – Parábolas e símbolos,Indireta,Eu sou a luz do mundo...,
João,8,12,12,Lições para a Felicidade,29 - Autoconscientização,Indireta,"Jesus asseverou com propriedade ser a luz do mundo, porque a Humanidade se encontrava em profunda escuridão, qual ocorre nos dias presentes. ",
João,8,12,12,Rejubila-te em Deus,25 – Construções do bem,Indireta,... porque Ele é a Luz do Mundo...,
João,8,12,12,Jesus e Atualidade,3 - Jesus e Humanidade,Indireta,"Jesus, na humanidade, significa a luz que a aquece e a clareia",
João,8,12,12,Vida: Desafios e Soluções,6 -Aspectos da Vda,Indireta,Isso está demonstrado,
João,8,12,12,Sol de Esperança,41 - Luz do Mundo (tradução),Epígrafe,"""Eu sou a luz do mundo""",
João,8,12,12,Vidas Vazias,26 - Comportamento Espirita,Indireta,"Quando Jesus afirmou que Ele é a luz do mundo, demonstrou que a treva da ignorância, geradora dos males que dominam na sociedade, cederá lugar ao discernimento harmonioso, que impulsiona ao avanço pela estrada infinita do progresso.",
João,8,12,12,Responsabilidade,4 - Ante obsediados,Epígrafe,,
João,8,12,12,Vida plena,2 – Influências espirituais,Direta sem indexação do NT,,
João,8,12,12,Vida plena,15 - Jesus,Direta sem indexação do NT,,
João,8,15,15,Leis Morais da Vida,44 - Julgamento errôneo,Direta sem indexação do NT,,
João,8,23,23,Responsabilidade,5 - O legado de Jesus,Epígrafe,,
João,8,32,32,Em Busca da Verdade,Em busca da verdade (prefácio),Epígrafe,,
João,8,32,32,O amor como solução,7 - Libertação,Direta sem indexação do NT,"Jesus foi enfático ao ensinar: Busca a Verdade e a Verdade te libertará,",
João,8,32,32,Segue em Harmonia,8 – Faze o mesmo,Indireta,Jesus ensinou-te que somente a Verdade pode libertar o Espírito das tenazes que o asfixiam...,
João,8,32,32,Sob a proteção de Deus,  10 - Verdade libertadora,Direta sem indexação do NT,"Jesus, em proposta admirável, afirmou: Busca a verdade e a verdade te libertará.",
João,8,32,32,Rejubila-te em Deus,19 – Treinamento para a desencarnação,Direta sem indexação do NT,Não foi por outra razão que Jesus enfatizou: busca a verdade que a verdade te libertará.,
João,8,32,32,O Ser Consciente,5 - Problemas HUmanos,Indireta,"""Jesus conclamou os seus seguidores à busca da Verdade que liberta...""",
João,8,32,32,Tesouros Libertadores,15- Fidelidade,Direta sem indexação do NT,Jesus enunciou com singular veemência: - Buscai a verdade e a verdade vos libertará. ,
João,8,32,32,Oferenda,Prisão e liberdade,Direta sem indexação do NT,,
João,8,32,32,Vitória Sobre a Depressão,29 - A verdade desvelada,Direta sem indexação do NT,,
João,8,52,52,Florações Evangélicas,57 - Culto aos mortos,Epígrafe,,
João,8,57,57,Encontro com a Paz e a Saúde,4 - Comportamentos conflitivos,Epígrafe,,
João,9,1,12,Nascente de Bênçãos,10 - Cirurgias Espirituais,Indireta,,
João,9,1,41,Libertação do Sofrimento,5 - Curas aparentes e curas reais,Indireta,,
João,9,2,2,Dias Gloriosos,21 - Ligeiro estudo sobre a reencarnação,Indireta,,
João,9,5,5,Libertação pelo Amor,24 - Autenticidade,Direta com indexação do NT,,
João,9,5,5,Lições para a Felicidade,29 - Autoconscientização,Direta sem indexação do NT,,
João,9,16,16,Florações Evangélicas,10 - Dissensão,Epígrafe,,
João,9,25,25,Ilumina-te,12 - Cegueira espiritual,Direta sem indexação do NT,"– Se foi Satanás que me curou, não sei. O que sei é que eu era cego e agora vejo...",
João,9,25,25,Ilumina-te,12 - Cegueira espiritual,Direta sem indexação do NT,"– O que sei, é que éramos cegos e agora vemos",
João,9,25,25,Leis Morais da Vida,3 - Decisão na verdade,Direta com indexação do NT,,
João,9,39,39,Celeiro de Bênçãos,47 - Cegueira,Epígrafe,,
João,10,3,3,Entrega-te a Deus, 2 – Sementes de luz,Indireta,Jesus tem outras ovelhas... muitas estão aguardando ouvir-lhe a voz...,
João,10,7,7,Rejubila-te em Deus,13 – Parábolas e símbolos,Direta sem indexação do NT,Eu sou a porta das ovelhas...,
João,10,7,7,Vida: Desafios e Soluções,6 - Aspectos da Vida,Indireta,Isso está demnstrado quando fala da sua boa nova,
João,10,7,7,Oferenda,Incerteza e ação,Direta sem indexação do NT,,
João,10,7,7,Responsabilidade,6 - Intercâmbio de elevação,Epígrafe,,
João,10,9,9,Desperte e Seja Feliz,1 - O homem Jesus,,,
João,10,9,9,Sol de Esperança,10 - Todos irmãos,Direta sem indexação do NT,"""Eu sou a porta"". Somente através d'Ele o homem encontrará a sua via de segurança. ",
João,10,9,9,Lampadário Espírita,59 – Ainda a melancolia,Direta sem indexação do NT,Eu sou a porta.,
João,10,9,9,Libertação pelo Amor,24 - Autenticidade,Direta sem indexação do NT,,
João,10,9,9,Responsabilidade,7 - Na área mediúnica,Epígrafe,,
João,10,10,10,Atitudes Renovadas,30 - Elegia do Natal,Indireta,,
João,10,10,10,Fonte de Luz,1 - Jesus e família,Indireta,"Jesus é Vida, e Vida em abundância",
João,10,10,10,Fonte de Luz,17 - Diante da angústia,Indireta,"Jesus informou que Ele é vida, e vida em abundância",
João,10,10,10,Jesus e Vida,4 - Hoje como ontem,Indireta,,
João,10,10,10,                                 Momentos de Renovação,  14 – Plenitude da Vida,Direta sem indexação do NT,Eu vim para que tenhais vida – estabeleceu Jesus – e vida em abundância,
João,10,10,10,Jesus e Atualidade,8 - Dever,Indireta,tivésemos vida e esta em abundância,
João,10,10,10,Liberta-te do Mal,Amor e Vida,Indireta,"(...) na condição de mensagem de vida, mas de vida abundante conforme enunciou Jesus.",
João,10,10,10,Luz nas Trevas,9 - Vitória da Luz,Indireta,Que as tuas pegadas signifiquem vitória sobre os desafios e identificação com Aquele que veio oferecer a vida para que todos tivéssemos vida em abundância.,
João,10,10,10,Seja Feliz Hoje,23 - Vida em abundância,Direta sem indexação do NT,,
João,10,10,10,Responsabilidade,8 - Tranquiliza-te em Deus,Epígrafe,,
João,10,11,11,Desperte e Seja Feliz,1 - O homem Jesus,Direta sem indexação do NT,,
João,10,11,15,Momentos de Felicidade,  1 – Caminhos do coração,Indireta,... e deixa que o Bom Pastor te conduz ao aprisco pelo qual anelas,
João,10,11,11,Responsabilidade,9 - A compaixão,Epígrafe,,
João,10,14,14,Desperte e Seja Feliz,2 - O homem Jesus,Direta sem indexação do NT,,
João,10,16,16,Vida: Desafios e Soluções,6 - Aspectos da Vida,Indireta,,
João,10,25,25,Florações Evangélicas,18 - Testemunho,Epígrafe,,
João,10,26,26,Responsabilidade,10 - Autoridade real,Epígrafe,,
João,10,27,27,Entrega-te a Deus,29 - O tormento do egoismo,Direta sem indexação do NT,"(...) compondo poemas insuperáveis com os grãos de mostarda, os peixes e os pães, a semeadura e a sega, as redes e as moedas, as ovelhas e o azeite...",
João,10,27,27,Rejubila-te em Deus, 11 – Peregrino do Senhor,Indireta,... e das ovelhas...,
João,10,30,30,Em Busca da Verdade,1 - o ser humano e sua totalidade ; A contínua luta entre o ego e o Self,Direta sem indexação do NT,,
João,10,30,30,Entrega-te a Deus, 1 – As bençãos de Deus,Direta sem indexação do NT,"... até poderes afirmar um dia, conforme Jesus elucidou: – Eu e o Pai somos um...",
João,10,30,30,Entrega-te a Deus,26 - Deus sempre,Indireta,Quando Jesus afirmou que ele o Pai são Um...,
João,10,30,30,Lampadário Espírita,2 - Teofania,Direta sem indexação do NT,,“Eu e o Pai somos Um”
João,10,30,30,Lampadário Espírita,29 - As obessões,Indireta,Ele fazia ligado como se encontrava em perfeita comunhão com o Pai.,
João,10,30,30,Liberta-te do Mal,Pelas trilhas de Jesus,Indireta,... sempre exaltando o Pai de Quem procedia...,
João,10,30,30,Momentos de Meditação,10 – Sintonia moral,Indireta,"Jesus, o excelente Médium de Deus, demonstrou a grandeza da Sua perfeita identificação com o pensamento divino através da esplêndida pureza e elevação que o caracterizavam",
João,10,30,30,Momentos de Saúde e Consciência, 20 – Consciência e Plenitude,Direta sem indexação do NT,Jesus assinalou esta conquista ao afirmar: “Eu e meu Pai somos um”.,
João,10,30,30,O amor como solução, 26 - Opção pelos pobres,Indireta,"Jesus, que é o Rei da Terra (...) que era a sua perfeita união com o Pai.",
João,10,30,30,Vida: Desafios e Soluções,6 - Aspectos da Vida,Indireta,"Nessa fase, a de harmonia...",
João,10,30,30,Libertação do Sofrimento,6 - Mente e vida,Indireta,,
João,10,34,34,Ilumina-te,9 - Sentimentos perversos,Direta sem indexação do NT,Jesus lembrou-nos: – Não foi dito que sois deuses?,
João,10,34,34,Vida: Desafios e Soluções,5 - Significado do ser integral,Direta sem indexação do NT,"Jesus, o mais notável  psicotrapeuta que a Hmanidade conheceu, afirmou: Vós..",
João,11,1,6,Momentos de esperança, 17 – A César e a Deus,Indireta,Hospedou-se com a família de Betânia...,
João,11,1,29,Jesus e Atualidade,7 - Jesus e Honra,Indireta,"..., ou à convivência com Lázaro e suas irmãs, em Betânia,...",
João,11,15,15,Vidas Vazias,8 - Sob qualquer aspecto,Indireta,"Valorizou as atitudes da amizade pura na convivência com os doze, com Lázaro e suas duas irmãs, e lecionou fraternidade legítima que enternece os corações.",
João,11,22,22,Vidas Vazias,12 - Recorre à oração,Indireta,"Quando Jesus enunciou que tudo quanto pedirmos ao Pai, Ele nos concederá, deixou-nos clara a ideia de que fôssemos filhos devotados e merecedores das mercês desejadas.",
João,11,25,25,Florações Evangélicas,12 - Examinando a desencarnação,Epígrafe,,
João,11,25,25,Momentos de Renovação, 21 – Jesus e os homens,Indireta,Quem crê em mim – afirmou Jesus – já passou da morte para a vida,
João,11,25,25,Encontro com a Paz e a Saúde,11 - Epifenômeno da vida e da morte,Epígrafe,,
João,11,26,26,Plenitude,8 -  Caminhos para a saúde,Indireta,..Jesus era peremptório quanto ao ato do paciente crê nEle e na recupração da saúde..,
João,11,43,43,Alerta,9 - Palavra de Jesus,Indireta,,
João,12,1,2,Momentos de esperança, 17 – A César e a Deus,Indireta,Hospedou-se com a família de Betânia...,
João,12,2,2,Luz Viva,16 - Dificuldades e Impedimentos,Indireta,Jesus aceitou o repasto [...] no lar humilde de Lázaro,
João,12,8,8,Dimensões da Verdade,14 - Assistência social e Espiritismo,Direta sem indexação do NT,,
João,12,8,8,Vidas Vazias,25 - Recomeço,Direta sem indexação do NT,"Vale recordar-se a resposta dada por Jesus a Judas, quando banhado pelo raro perfume oferecido pela mulher equivocada, que exclamou:",
João,12,17,17,Lampadário Espírita, 3 – Considerando a fé,Indireta,,
João,12,24,26,Rejubila-te em Deus, 22 – Culpa e arrependimento,Direta sem indexação do NT,Que pena! Poder-se-ia vendê-lo e ofertar o resultado aos pobres.,
João,12,32,32,Momentos de Meditação,5 – Conquistas,Indireta,,
João,12,32,32,Momentos enriquecedores, 3 – Testemunhos,Direta,E Ele contrapôs:,
João,13,13,13,Momentos de Meditação,  2 – Educação Integral,Indireta,,
João,13,13,14,Tesouros Libertadores,24 - Solidariedade Fraternal,Indireta,"Foi essa a lição do Mestre ao lavar os pés dos seus discípulos na última ceia com eles mantida, para que tivessem compromisso com Ele e Sua doutrina de amor. ",
João,13,17,17,Convites da Vida,29 - Convite à Jovialidade,Epígrafe,"-Os pobres sempre es tereis, mas a mim, nem sempre....",
João,13,34,34,Convites da Vida,2 - Convite ao Amor,Epígrafe,,
João,13,34,34,Entrega-te a Deus,20 - O incoercível poder do amor,Indireta,... elegeu o amor como sendo a maior conquista destinada ao ser humano,
João,13,34,34,Entrega-te a Deus,24 - Religião cósmica do amor,Indireta,"Jesus, quando esteve na Terra, elegeu o amor como sendo a fonte...",
João,13,34,34,Garimpo de Amor,30 - Amor e Jesus,Direta sem indexação do NT,,
João,13,34,34,Momentos de Meditação,  14 – Deus e o homem,Indireta,"Tem em conta que acima de todos eles conheces Jesus, que se sacrificou, e epenas te pede que ames e ames, fazendo da tua vida um Evangelho de feitos para o teu e o bem da Humanidade da qual és membro.",
João,13,34,35,Momentos de Renovação,1 - Regra de Ouro,Direta sem indexação do NT,"Amai-vos uns aos outros como eu vos amei, recomendou Jesus como regra de ouro",
João,13,34,34,Responsabilidade,20 - Alegrias do natal,Epígrafe,,
João,13,34,34,Encontro com a Paz e a Saúde,8 - Reflexões sobre a sexualidade,Epígrafe,,
João,13,35,35,Florações Evangélicas,26 - Diretizes,Epígrafe,,
João,13,35,35,Lampadário Espírita, 54 – Sinal de identificação,Indireta,... transformando em feitos o enunciado de que os Seus discípulos se conheceriam por muito se amarem...,
João,13,38,38,Momentos enriquecedores, 5 - Mais paciência,Indireta,"Jesus sabia que Pedro iria negá-lo. Advertiu-o, porém, não o impediu, deixando que o amigo, então invigilante, aprendesse por experiência pessoal.",
João,14,1,1,Jesus e Atualidade,17 - Jesus e Insegurança,Direta sem indexação do NT,"""Credes em DEus? crede também em mim...",
João,14,1,1,Vida Feliz,LXXXI,Direta sem indexação do NT,,
Atos,2,24,24,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,2,31,32,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,3,6,6,Psicologia da Gratidão,10 - Técnicas da gratidão,Direta com indexação do NT,"E disse Pedro: Não tenho prata nem ouro; mas o que tenho isso te dou. Em nome de Jesus Cristo, o Nazareno, levanta-te e anda.",
Atos,3,15,15,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,3,26,26,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,4,1,31,Liberta-te do Mal,28 - Beneficência e promoção humana,Indireta,(...) sendo selecionados sete membros da igreja primitiva para os labores imediatos...,
Atos,4,10,10,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,4,14,31,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,4,32,37,Liberta-te do Mal,28 - Beneficência e promoção humana,Indireta,Na Casa do Caminho havia acolhimento para todas as necessidades. Desde o pão aos esfaimados do corpo...,
Atos,5,12,16,Liberta-te do Mal,28 - Beneficência e promoção humana,Indireta,"Simultaneamente, eram oferecidos recursos espirituais em forma de grandiosa psicoterapia...",
Atos,5,15,15,Psicologia da Gratidão,10 - Técnicas da gratidão,Direta com indexação do NT,"15 De sorte que transportavam os enfermos para as ruas, e os punham em leitos e em camilhas para que ao menos a sombra de Pedro, quando este passasse, cobrisse alguns deles.",
Atos,5,16,16,Otimismo,7 - Recursos desobsessivos,Direta com indexação do NT,"16 E até das cidades circunvizinhas concorria muita gente a Jerusalém, conduzindo enfermos e atormentados de espíritos imundos; os quais eram todos curados.",
Atos,5,30,30,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,6,14,14,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,6,15,15,Alerta,53 - A serenidade da fé,Direta com indexação do NT,"15 Então todos os que estavam assentados no conselho, fixando os olhos nele, viram o seu rosto como o rosto de um anjo.",
Atos,8,1,1,Fonte de Luz,19 - Batalha íntima,Indireta,"Saulo, por exemplo, galgou os degraus (...) aos quais perseguiu com impiedade...",
Atos,8,1,1,Libertação do Sofrimento,29 - Jesus e o espírito do mal,Indireta,"Ressurge, depois da morte e ressureição do Mestre, no assassinato de Estêvão, quando Saulo, enfermo da alma ...",
Atos,9,1,2,Fonte de Luz,19 - Batalha íntima,Indireta,"Saulo, por exemplo, galgou os degraus (...) aos quais perseguiu com impiedade...",
Atos,9,1,22,Rejubila-te em Deus,18 - No Deserto,Indireta,"Foi, num desses desertos que, às portas de Damasco, Jesus apareceu a Saulo...",
Atos,9,4,6,Jesus e Vida,25 - Heroísmo Verdadeiro,Indireta,,
Atos,9,4,6,Luz da Esperança,25 - Ação e conversão,Indireta,,
Atos,9,4,6,Seja Feliz Hoje,4 - Mudanças,Indireta,,
Atos,9,6,6,Otimismo,20 - Restauração na fé,Direta sem indexação do NT,"E ele, tremendo e atônito, disse: Senhor, que queres que eu faça? E disse-lhe o Senhor: Levanta-te, e entra na cidade, e lá te será dito o que te convém fazer.",
Atos,9,6,6,Libertação do Sofrimento,29 - Jesus e o espírito do mal,Indireta,"Logo depois que Jesus lhe apareceu e convocou-o para o ministério, ei-lo novamente, agora contra aquele de quem se utilizara, usando todos os possíveis e inimagináveis estratagemas para dissuadi-lo da renovação, da pregação, da vida nova...",
Atos,10,40,40,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,11,39,36,Ilumina-te,2 - Identidade com Jesus,Indireta,... sugeriu que seus discípulos fossem chamados cristãos...,
Atos,12,25,25,Dimensões da Verdade,57 - problema da morte,Indireta,"Maria, de Jerusalém, entrega seu filho, João Marcos a Paulo ...",
Atos,12,2,2,Liberta-te do Mal,28 - Beneficência e promoção humana,Indireta,"Auxiliada, nos primeiros tempos, por Tiago e João, a construção modestíssima albergava com o mesmo carinho todos aqueles que tinham sede e fome de misericórdia e de amor. ",
Atos,13,1,1,Libertação do Sofrimento,29 - Jesus e o espírito do mal,Indireta,,
Atos,13,9,9,Fonte de Luz,19 - Batalha íntima,Indireta,"Saulo tornou-se Paulo, o servidor de todos ...",
Atos,13,30,41,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,13,34,34,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,13,37,37,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Atos,14,12,12,Libertação do Sofrimento,29 - Jesus e o espírito do mal,Direta com indexação do NT,"12 E chamavam Júpiter a Barnabé, e Mercúrio a Paulo; porque este era o que falava.",
Atos,17,15,34,Fonte de Luz,4 - Decisão de ser feliz,Indireta,"Quando Paulo se apresentou no Areópago, em Atenas ...",
Atos,17,22,23,Otimismo,47 - Lição difícil,Direta sem  indexação do NT,"E, estando Paulo no meio do Areópago, disse: Homens atenienses, em tudo vos vejo um tanto supersticiosos; 23 Porque, passando eu e vendo os vossos santuários, achei também um altar em que estava escrito: AO DEUS DESCONHECIDO. Esse, pois, que vós honrais, não o conhecendo, é o que eu vos anuncio.",
Atos,17,23,25,Otimismo,47 - Lição difícil,Direta com  indexação do NT,"24 O Deus que fez o mundo e tudo que nele há, sendo Senhor do céu e da terra, não habita em templos feitos por mãos de homens; 25 Nem tampouco é servido por mãos de homens, como que necessitando de alguma coisa; pois ele mesmo é quem dá a todos a vida, e a respiração, e todas as coisas;",
Atos,17,34,34,Otimismo,48 - Lição difícil,Direta sem indexação do NT,"34 Todavia, chegando alguns homens a ele, creram; entre os quais foi Dionísio, areopagita, uma mulher por nome Dâmaris, e com eles outros.",
Atos,18,3,3,Momentos enriquecedores,4 -Necessário despertar,Indireta,,
Atos,23,11,11,Convites da Vida,9 - Convite à Coragem,Epígrafe,"11 E na noite seguinte, apresentando-se-lhe o Senhor, disse: Paulo, tem ânimo; porque, como de mim testificaste em Jerusalém, assim importa que testifiques também em Roma.",
Atos,24,14,14,Liberta-te do Mal,28 - Beneficência e promoção humana,Indireta,"(...) Simão Pedro ergueu, em Sua memória, nos arredores de Jerusalém, na estrada que levava a Jope, o primeiro núcleo de socorro...",
Atos,26,24,24,Dimensões da Verdade,43 - Escândalos,Direta com indexação do NT,"Estás louco, Paulo, as muitas letras te fazem delirar.",
Atos,28,8,8,Dimensões da Verdade,36 - Passes,Epígrafe,"E aconteceu estar de cama enfermo de febre e disenteria o pai de Públio, que Paulo foi ver, e, havendo orado, pôs as mãos sobre ele, e o curou",
Colossenses,1,3,3,Luz nas Trevas,7 - Sofrimento e Amor,Indireta,"Somente houve a gloriosa ressurreição do Mestre porque antes aconteceram os aziagos fenômenos de traição, de dor e de abandono que culminaram na Sua morte.",
Colossenses,2,15,15,Luz nas Trevas,12 – Obstáculos Desafiadores,Indireta,"Elegidas a dedicação e a confiança n’Ele, os Seus seguidores fizeram florescer os madeiros de infâmia e iluminaram a noite moral como fogueiras vivas.",
Colossenses,3,2,2,Libertação do Sofrimento,18 - Os valores de alta significação,Direta com indexação do NT,Pensai nas coisas que são de cima e não nas que são da Terra.,
Colossenses,3,16,16,Psicologia da Gratidão,8 - A gratidão como terapêutica eficaz,Direta com indexação do NT,"[A palavra de Cristo habite em vós abundantemente, em toda a sabedoria, ensinando-vos e admoestando-vos uns aos outros, com salmos, hinos e cânticos espirituais, cantando ]Deus com gratidão em seus corações",
Efésios,5,1,1,Convites da Vida,48 - Convite à Regeneração,Epígrafe,"Sede, pois, imitadores de Deus, como filhos amados",
Efésios,5,2,2,Responsabilidade,2 - Previdência espiritual,Direta com indexação do NT,"Andai em amor ... (E andai em amor, como também Cristo nos amou, e se entregou a si mesmo por nós, em oferta e sacrifício a Deus, em cheiro suave)",
Efésios,5,10,10,Dimensões da Verdade,31 - Estímulo,Direta com indexação do NT,"""a aprovação de tudo quanto é agradável a Deus.""",
Efésios,5,14,14,Vida: Desafios e Soluções,6 - Aspectos da Vida,Direta,"O apóstolo Paulo estava tão certo do valor do despertamento da consciência que, em memorável carta aso Efésios, conforme se lê no capítulo cinco, versículo catorze, conclamou: Desperta, ó tu que dormes,  levanta-te dentre os mortos, e o Cristo te esclarecerá.",
